question,choices,question_formatted,locations,scene_id,label,floor_id,answers
Do the colors of the two doors appear more similar than the colors of the blinds?,"['A. Yes, the doors are more similar', 'B. No, the blinds are more similar', 'C. They are equally different', 'D. All have distinct colors']","Do the colors of the two doors appear more similar than the colors of the blinds? A) Yes, the doors are more similar B) No, the blinds are more similar C) They are equally different D) All have distinct colors. Answer:","door (141): [6.818, 2.255, 3.728]; door (146): [7.16, -4.34, 3.757]; blinds (159): [0.882, -4.996, 4.014]",00018-as8Y8AYx6yW,color,2,[]
Is the color of the chair warmer than the color of the bed?,"['A. Yes, the chair is warmer', 'B. No, the bed is warmer', 'C. Both are equally warm', 'D. The colors cannot be compared']","Is the color of the chair warmer than the color of the bed? A) Yes, the chair is warmer B) No, the bed is warmer C) Both are equally warm D) The colors cannot be compared. Answer:","chair (157): [8.988, 4.949, 3.367]; bed (149): [0.449, -0.887, 3.101]",00018-as8Y8AYx6yW,color,2,[]
Which object is more vibrant: the red door or the beige table?,"['A. The red door is more vibrant', 'B. The beige table is more vibrant', 'C. Both have similar vibrancy', 'D. The vibrancy cannot be compared']",Which object is more vibrant: the red door or the beige table? A) The red door is more vibrant B) The beige table is more vibrant C) Both have similar vibrancy D) The vibrancy cannot be compared. Answer:,"door (144): [7.164, -4.498, 3.716]; table (169): [8.725, 5.619, 3.359]",00018-as8Y8AYx6yW,color,2,[]
Which object has a darker color: the bathtub or the picture?,"['A. The bathtub is darker', 'B. The picture is darker', 'C. Both have similar darkness', 'D. The colors cannot be compared']",Which object has a darker color: the bathtub or the picture? A) The bathtub is darker B) The picture is darker C) Both have similar darkness D) The colors cannot be compared. Answer:,"bathtub (148): [0.769, 5.53, 2.968]; picture (172): [7.617, 5.996, 4.347]",00018-as8Y8AYx6yW,color,2,[]
Do the blinds have a more saturated color than the window?,"['A. Yes, the blinds are more saturated', 'B. No, the window is more saturated', 'C. Both are equally saturated', 'D. The saturation cannot be compared']","Do the blinds have a more saturated color than the window? A) Yes, the blinds are more saturated B) No, the window is more saturated C) Both are equally saturated D) The saturation cannot be compared. Answer:","blinds (167): [8.7, -5.857, 4.042]; window (121): [0.745, 6.239, 4.064]",00018-as8Y8AYx6yW,color,2,[]
Which object has a lighter color: the chair or the cabinet?,"['A. chair', 'B. cabinet', 'C. both are similar', 'D. neither has color']",Which object has a lighter color: the chair or the cabinet? A) chair B) cabinet C) both are similar D) neither has color. Answer:,"chair (156): [-3.752, 5.29, 0.51]; cabinet (77): [-5.061, 2.439, 0.986]",00020-XYyR54sxe6b,color,1,A
Is the color of the cutting board warmer than the color of the shelf?,"['A. cutting board is warmer', 'B. shelf is warmer', 'C. both have similar tones', 'D. neither has color']",Is the color of the cutting board warmer than the color of the shelf? A) cutting board is warmer B) shelf is warmer C) both have similar tones D) neither has color. Answer:,"cutting board (203): [1.822, 6.265, 0.977]; shelf (180): [1.398, 6.016, 0.396]",00020-XYyR54sxe6b,color,1,[]
Which object appears to have a darker color: the radiator or the door?,"['A. radiator is darker', 'B. door is darker', 'C. both are similar', 'D. neither has color']",Which object appears to have a darker color: the radiator or the door? A) radiator is darker B) door is darker C) both are similar D) neither has color. Answer:,"radiator (27): [-0.545, 0.881, 0.463]; door (33): [0.508, 2.564, 0.95]",00020-XYyR54sxe6b,color,1,[]
Do the curtains have a more vibrant color than the cutting board?,"['A. curtains are more vibrant', 'B. cutting board is more vibrant', 'C. both have similar vibrancy', 'D. neither has color']",Do the curtains have a more vibrant color than the cutting board? A) curtains are more vibrant B) cutting board is more vibrant C) both have similar vibrancy D) neither has color. Answer:,"curtain (73): [-3.118, -0.726, 1.107]; cutting board (202): [1.848, 6.284, 0.998]",00020-XYyR54sxe6b,color,1,A
Which object has a lighter color: the chair or the table?,"['A. chair', 'B. table', 'C. both are similar', 'D. neither']",Which object has a lighter color: the chair or the table? A) chair B) table C) both are similar D) neither. Answer:,"chair (223): [−1.199, 5.404, 0.484]; table (69): [−3.128, −1.346, 0.777]",00020-XYyR54sxe6b,color,1,[]
Is the color of the shower wall darker than the color of the window?,"['A. shower wall is darker', 'B. window is darker', 'C. both have similar colors', ""D. can't determine""]",Is the color of the shower wall darker than the color of the window? A) shower wall is darker B) window is darker C) both have similar colors D) can't determine. Answer:,"shower wall (99): [1.692, 3.291, 1.127]; window (18): [0.293, −1.038, 1.467]",00020-XYyR54sxe6b,color,1,[]
Do the radiators have more similar colors compared to the chair and the cabinet?,"['A. radiators are similar', 'B. chair and cabinet are more similar', 'C. both pairs are equally different', ""D. can't determine""]",Do the radiators have more similar colors compared to the chair and the cabinet? A) radiators are similar B) chair and cabinet are more similar C) both pairs are equally different D) can't determine. Answer:,"radiator (138): [−2.332, 2.819, 0.401]; chair (223): [−1.199, 5.404, 0.484]; cabinet (135): [−4.422, 3.006, 0.406]",00020-XYyR54sxe6b,color,1,A
Is the color of the kettle warmer than the color of the sink?,"['A. kettle is warmer', 'B. sink is warmer', 'C. both have similar colors', ""D. can't determine""]",Is the color of the kettle warmer than the color of the sink? A) kettle is warmer B) sink is warmer C) both have similar colors D) can't determine. Answer:,"kettle (201): [2.438, 6.142, 0.99]; sink (204): [1.175, 6.04, 0.743]",00020-XYyR54sxe6b,color,1,A
Which object has a lighter color: the chair or the table?,"['A. Chair', 'B. Table', 'C. Both have similar color tones', 'D. Neither has a lighter color']",Which object has a lighter color: the chair or the table? A) Chair B) Table C) Both have similar color tones D) Neither has a lighter color. Answer:,"chair (136): [-4.342, 3.538, 0.472]; table (159): [-3.703, 5.302, 0.495]",00020-XYyR54sxe6b,color,1,A
Is the color of the oven darker than that of the cabinet?,"['A. Yes, the oven is darker', 'B. No, the cabinet is darker', 'C. Both have similar colors', 'D. Neither has a darker color']","Is the color of the oven darker than that of the cabinet? A) Yes, the oven is darker B) No, the cabinet is darker C) Both have similar colors D) Neither has a darker color. Answer:","oven (234): [2.364, 4.398, 0.937]; cabinet (77): [-5.061, 2.439, 0.986]",00020-XYyR54sxe6b,color,1,A
Do the two cabinets have similar color tones compared to the chair?,"['A. Yes, the cabinets and chair have similar tones', 'B. The chairs are lighter than both cabinets', 'C. The cabinets are darker than the chair', 'D. The chair has a more vibrant color than the cabinets']","Do the two cabinets have similar color tones compared to the chair? A) Yes, the cabinets and chair have similar tones B) The chairs are lighter than both cabinets C) The cabinets are darker than the chair D) The chair has a more vibrant color than the cabinets. Answer:","cabinet (77): [-5.061, 2.439, 0.986]; cabinet (150): [-1.898, 5.071, 1.011]; chair (156): [-3.752, 5.29, 0.51]",00020-XYyR54sxe6b,color,1,C
Which object has a more saturated color: pillow or radiator?,"['A. Pillow', 'B. Radiator', 'C. Both are equally saturated', 'D. Neither is saturated']",Which object has a more saturated color: pillow or radiator? A) Pillow B) Radiator C) Both are equally saturated D) Neither is saturated. Answer:,"pillow (76): [-2.988, 1.975, 0.518]; radiator (63): [-1.42, 2.641, 0.418]",00020-XYyR54sxe6b,color,1,A
Is the color of the chair darker than the color of the cabinet?,"['A. Yes, the chair is darker than the cabinet', 'B. No, the chair is lighter than the cabinet', 'C. They have similar colors', 'D. The chair is much lighter than the cabinet.']","Is the color of the chair darker than the color of the cabinet? A) Yes, the chair is darker than the cabinet B) No, the chair is lighter than the cabinet C) They have similar colors D) The chair is much lighter than the cabinet.. Answer:","chair (224): [-0.926, 5.08, 0.495]; cabinet (135): [-4.422, 3.006, 0.406]",00020-XYyR54sxe6b,color,1,A
Which object has a more vibrant color: the radiator or the kettle?,"['A. The radiator has a more vibrant color than the kettle', 'B. The kettle has a more vibrant color than the radiator', 'C. Both have equally vibrant colors', 'D. The kettle is duller than the radiator.']",Which object has a more vibrant color: the radiator or the kettle? A) The radiator has a more vibrant color than the kettle B) The kettle has a more vibrant color than the radiator C) Both have equally vibrant colors D) The kettle is duller than the radiator.. Answer:,"radiator (171): [2.598, 6.004, 0.322]; kettle (201): [2.438, 6.142, 0.99]",00020-XYyR54sxe6b,color,1,B
Do the colors of the table and the shelf appear to be more similar or different?,"['A. The table and shelf colors are very similar', 'B. The table and shelf colors are quite different', 'C. The shelf is darker than the table', 'D. The table is brighter than the shelf.']",Do the colors of the table and the shelf appear to be more similar or different? A) The table and shelf colors are very similar B) The table and shelf colors are quite different C) The shelf is darker than the table D) The table is brighter than the shelf.. Answer:,"table (178): [3.966, 5.098, 0.837]; shelf (180): [1.398, 6.016, 0.396]",00020-XYyR54sxe6b,color,1,[]
Is the color of the cutting board lighter than that of the oven?,"['A. Yes, the cutting board is lighter than the oven', 'B. No, the cutting board is darker than the oven', 'C. They are the same color', 'D. The oven is more vibrant than the cutting board.']","Is the color of the cutting board lighter than that of the oven? A) Yes, the cutting board is lighter than the oven B) No, the cutting board is darker than the oven C) They are the same color D) The oven is more vibrant than the cutting board.. Answer:","cutting board (203): [1.822, 6.265, 0.977]; oven (234): [2.364, 4.398, 0.937]",00020-XYyR54sxe6b,color,1,A
Which object has a more vibrant color: the chair or the table?,"['A. chair', 'B. table', 'C. Both have similar vibrancy', 'D. neither has vibrant colors']",Which object has a more vibrant color: the chair or the table? A) chair B) table C) Both have similar vibrancy D) neither has vibrant colors. Answer:,"chair (156): [-3.752, 5.29, 0.51]; table (226): [-0.908, 5.359, 0.47]",00020-XYyR54sxe6b,color,1,A
Is the color of the door warmer than the radiator?,"['A. Yes, the door is warmer', 'B. No, the radiator is warmer', 'C. Both are neutral colors', 'D. Both have similar warmth']","Is the color of the door warmer than the radiator? A) Yes, the door is warmer B) No, the radiator is warmer C) Both are neutral colors D) Both have similar warmth. Answer:","door (139): [-2.017, 2.865, 1.032]; radiator (96): [0.983, 1.669, 0.352]",00020-XYyR54sxe6b,color,1,[]
Which object is darker: the chair or the kettle?,"['A. chair', 'B. kettle', 'C. Both have similar darkness', 'D. neither is dark']",Which object is darker: the chair or the kettle? A) chair B) kettle C) Both have similar darkness D) neither is dark. Answer:,"chair (156): [-3.752, 5.29, 0.51]; kettle (201): [2.438, 6.142, 0.99]",00020-XYyR54sxe6b,color,1,B
Do the colors of the cabinet and the chair appear more similar or different?,"['A. More similar', 'B. More different', 'C. Both have unique colors', ""D. It's hard to tell""]",Do the colors of the cabinet and the chair appear more similar or different? A) More similar B) More different C) Both have unique colors D) It's hard to tell. Answer:,"cabinet (77): [-5.061, 2.439, 0.986]; chair (224): [-0.926, 5.08, 0.495]",00020-XYyR54sxe6b,color,1,D
Which object has a lighter color: the chair or the cabinet?,"['A. chair', 'B. cabinet', 'C. both are similar', 'D. cannot determine']",Which object has a lighter color: the chair or the cabinet? A) chair B) cabinet C) both are similar D) cannot determine. Answer:,"chair (154): [-4.028, 5.348, 0.503]; cabinet (55): [-5.162, -0.402, 0.047]",00020-XYyR54sxe6b,color,1,[]
Is the color of the shower wall darker than that of the radiator?,"['A. shower wall is darker', 'B. radiator is darker', 'C. both are similar', 'D. cannot determine']",Is the color of the shower wall darker than that of the radiator? A) shower wall is darker B) radiator is darker C) both are similar D) cannot determine. Answer:,"shower wall (97): [1.338, 3.696, 0.986]; radiator (96): [0.983, 1.669, 0.352]",00020-XYyR54sxe6b,color,1,[]
